Date,Open,High,Low,Close*,Adj Close**,Volume
22-Nov-21,"4,712.00","4,743.83","4,682.17","4,682.94","4,682.94","4,441,100,000"
19-Nov-21,"4,708.44","4,717.75","4,694.22","4,697.96","4,697.96","4,253,180,000"
18-Nov-21,"4,700.72","4,708.80","4,672.78","4,704.54","4,704.54","4,226,410,000"
17-Nov-21,"4,701.50","4,701.50","4,684.41","4,688.67","4,688.67","3,969,070,000"
16-Nov-21,"4,679.42","4,714.95","4,679.42","4,700.90","4,700.90","3,972,640,000"
15-Nov-21,"4,689.30","4,697.42","4,672.86","4,682.80","4,682.80","3,488,410,000"
12-Nov-21,"4,655.24","4,688.47","4,650.77","4,682.85","4,682.85","3,728,600,000"
11-Nov-21,"4,659.39","4,664.55","4,648.31","4,649.27","4,649.27","3,926,870,000"
10-Nov-21,"4,670.26","4,684.85","4,630.86","4,646.71","4,646.71","4,503,720,000"
9-Nov-21,"4,707.25","4,708.53","4,670.87","4,685.25","4,685.25","4,117,080,000"
8-Nov-21,"4,701.48","4,714.92","4,694.39","4,701.70","4,701.70","4,269,710,000"
5-Nov-21,"4,699.26","4,718.50","4,681.32","4,697.53","4,697.53","4,467,180,000"
4-Nov-21,"4,662.93","4,683.00","4,662.59","4,680.06","4,680.06","4,462,300,000"
3-Nov-21,"4,630.65","4,663.46","4,621.19","4,660.57","4,660.57","4,319,660,000"
2-Nov-21,"4,613.34","4,635.15","4,613.34","4,630.65","4,630.65","3,975,250,000"
1-Nov-21,"4,610.62","4,620.34","4,595.06","4,613.67","4,613.67","3,971,540,000"
29-Oct-21,"4,572.87","4,608.08","4,567.59","4,605.38","4,605.38","4,510,200,000"
28-Oct-21,"4,562.84","4,597.55","4,562.84","4,596.42","4,596.42","4,132,950,000"
27-Oct-21,"4,580.22","4,584.57","4,551.66","4,551.68","4,551.68","4,226,050,000"
26-Oct-21,"4,578.69","4,598.53","4,569.17","4,574.79","4,574.79","3,879,740,000"
25-Oct-21,"4,553.69","4,572.62","4,537.36","4,566.48","4,566.48","3,899,400,000"
22-Oct-21,"4,546.12","4,559.67","4,524.00","4,544.90","4,544.90","3,758,220,000"
21-Oct-21,"4,532.24","4,551.44","4,526.89","4,549.78","4,549.78","3,822,330,000"
20-Oct-21,"4,524.42","4,540.87","4,524.40","4,536.19","4,536.19","3,670,760,000"
19-Oct-21,"4,497.34","4,520.40","4,496.41","4,519.63","4,519.63","3,459,130,000"
18-Oct-21,"4,463.72","4,488.75","4,447.47","4,486.46","4,486.46","3,662,010,000"
15-Oct-21,"4,447.69","4,475.82","4,447.69","4,471.37","4,471.37","3,819,380,000"
14-Oct-21,"4,386.75","4,439.73","4,386.75","4,438.26","4,438.26","3,598,280,000"
13-Oct-21,"4,358.01","4,372.87","4,329.92","4,363.80","4,363.80","3,620,070,000"
12-Oct-21,"4,368.31","4,374.89","4,342.09","4,350.65","4,350.65","3,558,450,000"
11-Oct-21,"4,385.44","4,415.88","4,360.59","4,361.19","4,361.19","3,281,970,000"
8-Oct-21,"4,406.51","4,412.02","4,386.22","4,391.34","4,391.34","3,280,160,000"
7-Oct-21,"4,383.73","4,429.97","4,383.73","4,399.76","4,399.76","3,843,740,000"
6-Oct-21,"4,319.57","4,365.57","4,290.49","4,363.55","4,363.55","4,009,630,000"
5-Oct-21,"4,309.87","4,369.23","4,309.87","4,345.72","4,345.72","3,902,890,000"
4-Oct-21,"4,348.84","4,355.51","4,278.94","4,300.46","4,300.46","4,307,870,000"
1-Oct-21,"4,317.16","4,375.19","4,288.52","4,357.04","4,357.04","4,010,370,000"
30-Sep-21,"4,370.67","4,382.55","4,306.24","4,307.54","4,307.54","4,448,140,000"
29-Sep-21,"4,362.41","4,385.57","4,355.08","4,359.46","4,359.46","3,712,660,000"
28-Sep-21,"4,419.54","4,419.54","4,346.33","4,352.63","4,352.63","4,416,550,000"
27-Sep-21,"4,442.12","4,457.30","4,436.19","4,443.11","4,443.11","4,058,650,000"
24-Sep-21,"4,438.04","4,463.12","4,430.27","4,455.48","4,455.48","3,384,290,000"
23-Sep-21,"4,406.75","4,465.40","4,406.75","4,448.98","4,448.98","3,916,350,000"
22-Sep-21,"4,367.43","4,416.75","4,367.43","4,395.64","4,395.64","3,939,170,000"
21-Sep-21,"4,374.45","4,394.87","4,347.96","4,354.19","4,354.19","3,920,920,000"
20-Sep-21,"4,402.95","4,402.95","4,305.91","4,357.73","4,357.73","4,898,070,000"
17-Sep-21,"4,469.74","4,471.52","4,427.76","4,432.99","4,432.99","7,289,530,000"
16-Sep-21,"4,477.09","4,485.87","4,443.80","4,473.75","4,473.75","3,984,560,000"
15-Sep-21,"4,447.49","4,486.87","4,438.37","4,480.70","4,480.70","4,032,020,000"
14-Sep-21,"4,479.33","4,485.68","4,435.46","4,443.05","4,443.05","3,670,460,000"
13-Sep-21,"4,474.81","4,492.99","4,445.70","4,468.73","4,468.73","3,914,220,000"
10-Sep-21,"4,506.92","4,520.47","4,457.66","4,458.58","4,458.58","3,623,180,000"
9-Sep-21,"4,513.02","4,529.90","4,492.07","4,493.28","4,493.28","3,735,390,000"
8-Sep-21,"4,518.09","4,521.79","4,493.95","4,514.07","4,514.07","3,750,880,000"
7-Sep-21,"4,535.38","4,535.38","4,513.00","4,520.03","4,520.03","3,822,960,000"
3-Sep-21,"4,532.42","4,541.45","4,521.30","4,535.43","4,535.43","3,217,530,000"
2-Sep-21,"4,534.48","4,545.85","4,524.66","4,536.95","4,536.95","3,735,990,000"
1-Sep-21,"4,528.80","4,537.11","4,522.02","4,524.09","4,524.09","4,057,340,000"
31-Aug-21,"4,529.75","4,531.39","4,515.80","4,522.68","4,522.68","4,290,710,000"
30-Aug-21,"4,513.76","4,537.36","4,513.76","4,528.79","4,528.79","3,168,660,000"
27-Aug-21,"4,474.10","4,513.33","4,474.10","4,509.37","4,509.37","3,331,200,000"
26-Aug-21,"4,493.75","4,495.90","4,468.99","4,470.00","4,470.00","3,263,980,000"
25-Aug-21,"4,490.45","4,501.71","4,485.66","4,496.19","4,496.19","3,444,700,000"
24-Aug-21,"4,484.40","4,492.81","4,482.28","4,486.23","4,486.23","3,979,220,000"
23-Aug-21,"4,450.29","4,489.88","4,450.29","4,479.53","4,479.53","3,576,530,000"
20-Aug-21,"4,410.56","4,444.35","4,406.80","4,441.67","4,441.67","3,652,610,000"
19-Aug-21,"4,382.44","4,418.61","4,367.73","4,405.80","4,405.80","4,398,410,000"
18-Aug-21,"4,440.94","4,454.32","4,397.59","4,400.27","4,400.27","3,755,590,000"
17-Aug-21,"4,462.12","4,462.12","4,417.83","4,448.08","4,448.08","3,836,960,000"
16-Aug-21,"4,461.65","4,480.26","4,437.66","4,479.71","4,479.71","3,370,640,000"
13-Aug-21,"4,464.84","4,468.37","4,460.82","4,468.00","4,468.00","3,016,470,000"
12-Aug-21,"4,446.08","4,461.77","4,435.96","4,460.83","4,460.83","3,375,310,000"
11-Aug-21,"4,442.18","4,449.44","4,436.42","4,442.41","4,442.41","3,532,560,000"
10-Aug-21,"4,435.79","4,445.21","4,430.03","4,436.75","4,436.75","3,886,610,000"
9-Aug-21,"4,437.77","4,439.39","4,424.74","4,432.35","4,432.35","3,449,280,000"
6-Aug-21,"4,429.07","4,440.82","4,429.07","4,436.52","4,436.52","3,451,870,000"
5-Aug-21,"4,408.86","4,429.76","4,408.86","4,429.10","4,429.10","3,769,410,000"
4-Aug-21,"4,415.95","4,416.17","4,400.23","4,402.66","4,402.66","4,260,760,000"
3-Aug-21,"4,392.74","4,423.79","4,373.00","4,423.15","4,423.15","3,965,190,000"
2-Aug-21,"4,406.86","4,422.18","4,384.81","4,387.16","4,387.16","3,724,090,000"
30-Jul-21,"4,395.12","4,412.25","4,389.65","4,395.26","4,395.26","3,956,740,000"
29-Jul-21,"4,403.59","4,429.97","4,403.59","4,419.15","4,419.15","4,044,600,000"
28-Jul-21,"4,402.95","4,415.47","4,387.01","4,400.64","4,400.64","4,215,290,000"
27-Jul-21,"4,416.38","4,416.38","4,372.51","4,401.46","4,401.46","4,241,950,000"
26-Jul-21,"4,409.58","4,422.73","4,405.45","4,422.30","4,422.30","4,275,630,000"
23-Jul-21,"4,381.20","4,415.18","4,381.20","4,411.79","4,411.79","4,540,070,000"
22-Jul-21,"4,361.27","4,369.87","4,350.06","4,367.48","4,367.48","3,358,300,000"
21-Jul-21,"4,331.13","4,359.70","4,331.13","4,358.69","4,358.69","3,810,280,000"
20-Jul-21,"4,265.11","4,336.84","4,262.05","4,323.06","4,323.06","4,438,270,000"
19-Jul-21,"4,296.40","4,296.40","4,233.13","4,258.49","4,258.49","5,157,660,000"
16-Jul-21,"4,367.43","4,375.09","4,322.53","4,327.16","4,327.16","3,985,700,000"
15-Jul-21,"4,369.02","4,369.02","4,340.70","4,360.03","4,360.03","3,905,230,000"
14-Jul-21,"4,380.11","4,393.68","4,362.36","4,374.30","4,374.30","4,006,370,000"
13-Jul-21,"4,381.07","4,392.37","4,366.92","4,369.21","4,369.21","3,695,430,000"
12-Jul-21,"4,372.41","4,386.68","4,364.03","4,384.63","4,384.63","3,384,460,000"
9-Jul-21,"4,329.38","4,371.60","4,329.38","4,369.55","4,369.55","3,531,120,000"
8-Jul-21,"4,321.07","4,330.88","4,289.37","4,320.82","4,320.82","4,347,500,000"
7-Jul-21,"4,351.01","4,361.88","4,329.79","4,358.13","4,358.13","4,037,380,000"
6-Jul-21,"4,356.46","4,356.46","4,314.37","4,343.54","4,343.54","4,309,570,000"
2-Jul-21,"4,326.60","4,355.43","4,326.60","4,352.34","4,352.34","3,225,840,000"
1-Jul-21,"4,300.73","4,320.66","4,300.73","4,319.94","4,319.94","3,788,230,000"
30-Jun-21,"4,290.65","4,302.43","4,287.96","4,297.50","4,297.50","4,266,040,000"
29-Jun-21,"4,293.21","4,300.52","4,287.04","4,291.80","4,291.80","3,707,150,000"
28-Jun-21,"4,284.90","4,292.14","4,274.67","4,290.61","4,290.61","4,147,890,000"
25-Jun-21,"4,274.45","4,286.12","4,271.16","4,280.70","4,280.70","7,341,450,000"
24-Jun-21,"4,256.97","4,271.28","4,256.97","4,266.49","4,266.49","3,816,660,000"
23-Jun-21,"4,249.27","4,256.60","4,241.43","4,241.84","4,241.84","3,730,350,000"
22-Jun-21,"4,224.61","4,255.84","4,217.27","4,246.44","4,246.44","3,828,390,000"
21-Jun-21,"4,173.40","4,226.24","4,173.40","4,224.79","4,224.79","4,128,950,000"
18-Jun-21,"4,204.78","4,204.78","4,164.40","4,166.45","4,166.45","6,817,010,000"
17-Jun-21,"4,220.37","4,232.29","4,196.05","4,221.86","4,221.86","5,312,680,000"
16-Jun-21,"4,248.87","4,251.89","4,202.45","4,223.70","4,223.70","4,538,350,000"
15-Jun-21,"4,255.28","4,257.16","4,238.35","4,246.59","4,246.59","4,048,940,000"
14-Jun-21,"4,248.31","4,255.59","4,234.07","4,255.15","4,255.15","4,151,200,000"
11-Jun-21,"4,242.90","4,248.38","4,232.25","4,247.44","4,247.44","3,815,010,000"
10-Jun-21,"4,228.56","4,249.74","4,220.34","4,239.18","4,239.18","4,408,210,000"
9-Jun-21,"4,232.99","4,237.09","4,218.74","4,219.55","4,219.55","4,713,260,000"
8-Jun-21,"4,233.81","4,236.74","4,208.41","4,227.26","4,227.26","4,659,620,000"
7-Jun-21,"4,229.34","4,232.34","4,215.66","4,226.52","4,226.52","4,476,920,000"
4-Jun-21,"4,206.05","4,233.45","4,206.05","4,229.89","4,229.89","4,139,790,000"
3-Jun-21,"4,191.43","4,204.39","4,167.93","4,192.85","4,192.85","5,587,970,000"
2-Jun-21,"4,206.82","4,217.37","4,198.27","4,208.12","4,208.12","5,833,670,000"
1-Jun-21,"4,216.52","4,234.12","4,197.59","4,202.04","4,202.04","5,074,670,000"
28-May-21,"4,210.77","4,218.36","4,203.57","4,204.11","4,204.11","4,649,250,000"
27-May-21,"4,201.94","4,213.38","4,197.78","4,200.88","4,200.88","6,406,310,000"
26-May-21,"4,191.59","4,202.61","4,184.11","4,195.99","4,195.99","4,420,890,000"
25-May-21,"4,205.94","4,213.42","4,182.52","4,188.13","4,188.13","4,182,250,000"
24-May-21,"4,170.16","4,209.52","4,170.16","4,197.05","4,197.05","3,684,800,000"
21-May-21,"4,168.61","4,188.72","4,151.72","4,155.86","4,155.86","3,995,250,000"
20-May-21,"4,121.97","4,172.80","4,121.97","4,159.12","4,159.12","3,978,880,000"
19-May-21,"4,098.45","4,116.93","4,061.41","4,115.68","4,115.68","4,247,450,000"
18-May-21,"4,165.94","4,169.15","4,125.99","4,127.83","4,127.83","4,398,150,000"
17-May-21,"4,169.92","4,171.92","4,142.69","4,163.29","4,163.29","4,125,050,000"
14-May-21,"4,129.58","4,183.13","4,129.58","4,173.85","4,173.85","4,008,880,000"
13-May-21,"4,074.99","4,131.58","4,074.99","4,112.50","4,112.50","4,779,540,000"
12-May-21,"4,130.55","4,134.73","4,056.88","4,063.04","4,063.04","4,733,070,000"
11-May-21,"4,150.34","4,162.04","4,111.53","4,152.10","4,152.10","4,870,710,000"
10-May-21,"4,228.29","4,236.39","4,188.13","4,188.43","4,188.43","4,560,700,000"
7-May-21,"4,210.34","4,238.04","4,201.64","4,232.60","4,232.60","4,016,080,000"
6-May-21,"4,169.14","4,202.70","4,147.33","4,201.62","4,201.62","4,511,000,000"
5-May-21,"4,177.06","4,187.72","4,160.94","4,167.59","4,167.59","4,230,920,000"
4-May-21,"4,179.04","4,179.04","4,128.59","4,164.66","4,164.66","4,452,460,000"
3-May-21,"4,191.98","4,209.39","4,188.03","4,192.66","4,192.66","4,070,220,000"
30-Apr-21,"4,198.10","4,198.10","4,174.85","4,181.17","4,181.17","4,300,880,000"
29-Apr-21,"4,206.14","4,218.78","4,176.81","4,211.47","4,211.47","4,298,680,000"
28-Apr-21,"4,185.14","4,201.53","4,181.78","4,183.18","4,183.18","3,787,360,000"
27-Apr-21,"4,188.25","4,193.35","4,176.22","4,186.72","4,186.72","3,710,700,000"
26-Apr-21,"4,185.03","4,194.19","4,182.36","4,187.62","4,187.62","3,748,320,000"
23-Apr-21,"4,138.78","4,194.17","4,138.78","4,180.17","4,180.17","3,569,880,000"
22-Apr-21,"4,170.46","4,179.57","4,123.69","4,134.98","4,134.98","4,245,140,000"
21-Apr-21,"4,128.42","4,175.02","4,126.35","4,173.42","4,173.42","3,887,250,000"
20-Apr-21,"4,159.18","4,159.18","4,118.38","4,134.94","4,134.94","4,342,650,000"
19-Apr-21,"4,179.80","4,180.81","4,150.47","4,163.26","4,163.26","3,810,290,000"
16-Apr-21,"4,174.14","4,191.31","4,170.75","4,185.47","4,185.47","4,163,820,000"
15-Apr-21,"4,139.76","4,173.49","4,139.76","4,170.42","4,170.42","4,033,420,000"
14-Apr-21,"4,141.58","4,151.69","4,120.87","4,124.66","4,124.66","3,985,350,000"
13-Apr-21,"4,130.10","4,148.00","4,124.43","4,141.59","4,141.59","3,734,720,000"
12-Apr-21,"4,124.71","4,131.76","4,114.82","4,127.99","4,127.99","3,588,900,000"
9-Apr-21,"4,096.11","4,129.48","4,095.51","4,128.80","4,128.80","3,640,390,000"
8-Apr-21,"4,089.95","4,098.19","4,082.54","4,097.17","4,097.17","3,907,100,000"
7-Apr-21,"4,074.29","4,083.13","4,068.31","4,079.95","4,079.95","4,120,810,000"
6-Apr-21,"4,075.57","4,086.23","4,068.14","4,073.94","4,073.94","4,081,270,000"
5-Apr-21,"4,034.44","4,083.42","4,034.44","4,077.91","4,077.91","4,005,030,000"
1-Apr-21,"3,992.78","4,020.63","3,992.78","4,019.87","4,019.87","4,162,130,000"
31-Mar-21,"3,967.25","3,994.41","3,966.98","3,972.89","3,972.89","4,578,050,000"
30-Mar-21,"3,963.34","3,968.01","3,944.35","3,958.55","3,958.55","4,121,510,000"
29-Mar-21,"3,969.31","3,981.83","3,943.25","3,971.09","3,971.09","4,628,180,000"
26-Mar-21,"3,917.12","3,978.19","3,917.12","3,974.54","3,974.54","5,483,160,000"
25-Mar-21,"3,879.34","3,919.54","3,853.50","3,909.52","3,909.52","4,948,340,000"
24-Mar-21,"3,919.93","3,942.08","3,889.07","3,889.14","3,889.14","4,783,020,000"
23-Mar-21,"3,937.60","3,949.13","3,901.57","3,910.52","3,910.52","4,669,010,000"
22-Mar-21,"3,916.48","3,955.31","3,914.16","3,940.59","3,940.59","4,316,260,000"
19-Mar-21,"3,913.14","3,930.12","3,886.75","3,913.10","3,913.10","7,757,420,000"
18-Mar-21,"3,953.50","3,969.62","3,910.86","3,915.46","3,915.46","5,118,590,000"
17-Mar-21,"3,949.57","3,983.87","3,935.74","3,974.12","3,974.12","4,561,660,000"
16-Mar-21,"3,973.59","3,981.04","3,953.44","3,962.71","3,962.71","4,613,080,000"
15-Mar-21,"3,942.96","3,970.08","3,923.54","3,968.94","3,968.94","4,900,100,000"
12-Mar-21,"3,924.52","3,944.99","3,915.21","3,943.34","3,943.34","4,476,280,000"
11-Mar-21,"3,915.54","3,960.27","3,915.54","3,939.34","3,939.34","5,312,880,000"
10-Mar-21,"3,891.99","3,917.35","3,885.73","3,898.81","3,898.81","5,847,380,000"
9-Mar-21,"3,851.93","3,903.76","3,851.93","3,875.44","3,875.44","5,513,560,000"
8-Mar-21,"3,844.39","3,881.06","3,819.25","3,821.35","3,821.35","5,871,710,000"
5-Mar-21,"3,793.58","3,851.69","3,730.19","3,841.94","3,841.94","6,851,070,000"
4-Mar-21,"3,818.53","3,843.67","3,723.34","3,768.47","3,768.47","7,195,400,000"
3-Mar-21,"3,863.99","3,874.47","3,818.86","3,819.72","3,819.72","6,173,660,000"
2-Mar-21,"3,903.64","3,906.41","3,868.57","3,870.29","3,870.29","5,536,010,000"
1-Mar-21,"3,842.51","3,914.50","3,842.51","3,901.82","3,901.82","5,114,820,000"
26-Feb-21,"3,839.66","3,861.08","3,789.54","3,811.15","3,811.15","6,526,070,000"
25-Feb-21,"3,915.80","3,925.02","3,814.04","3,829.34","3,829.34","6,547,470,000"
24-Feb-21,"3,873.71","3,928.65","3,859.60","3,925.43","3,925.43","6,012,790,000"
23-Feb-21,"3,857.07","3,895.98","3,805.59","3,881.37","3,881.37","6,296,610,000"
22-Feb-21,"3,885.55","3,902.92","3,874.71","3,876.50","3,876.50","5,917,100,000"
19-Feb-21,"3,921.16","3,930.41","3,903.07","3,906.71","3,906.71","4,845,320,000"
18-Feb-21,"3,915.86","3,921.98","3,885.03","3,913.97","3,913.97","4,793,650,000"
17-Feb-21,"3,918.50","3,933.61","3,900.43","3,931.33","3,931.33","4,730,650,000"
16-Feb-21,"3,939.61","3,950.43","3,923.85","3,932.59","3,932.59","5,058,990,000"
12-Feb-21,"3,911.65","3,937.23","3,905.78","3,934.83","3,934.83","4,135,060,000"
11-Feb-21,"3,916.40","3,925.99","3,890.39","3,916.38","3,916.38","4,590,960,000"
10-Feb-21,"3,920.78","3,931.50","3,884.94","3,909.88","3,909.88","4,837,070,000"
9-Feb-21,"3,910.49","3,918.35","3,902.64","3,911.23","3,911.23","4,568,320,000"
8-Feb-21,"3,892.59","3,915.77","3,892.59","3,915.59","3,915.59","4,648,360,000"
5-Feb-21,"3,878.30","3,894.56","3,874.93","3,886.83","3,886.83","4,879,470,000"
4-Feb-21,"3,836.66","3,872.42","3,836.66","3,871.74","3,871.74","4,879,240,000"
3-Feb-21,"3,840.27","3,847.51","3,816.68","3,830.17","3,830.17","4,864,870,000"
2-Feb-21,"3,791.84","3,843.09","3,791.84","3,826.31","3,826.31","5,514,090,000"
1-Feb-21,"3,731.17","3,784.32","3,725.62","3,773.86","3,773.86","5,436,230,000"
29-Jan-21,"3,778.05","3,778.05","3,694.12","3,714.24","3,714.24","6,643,370,000"
28-Jan-21,"3,755.75","3,830.50","3,755.75","3,787.38","3,787.38","6,992,770,000"
27-Jan-21,"3,836.83","3,836.83","3,732.48","3,750.77","3,750.77","9,976,520,000"
26-Jan-21,"3,862.96","3,870.90","3,847.78","3,849.62","3,849.62","6,137,500,000"
25-Jan-21,"3,851.68","3,859.23","3,797.16","3,855.36","3,855.36","7,000,840,000"
22-Jan-21,"3,844.24","3,852.31","3,830.41","3,841.47","3,841.47","5,110,890,000"
21-Jan-21,"3,857.46","3,861.45","3,845.05","3,853.07","3,853.07","4,501,760,000"
20-Jan-21,"3,816.22","3,859.75","3,816.22","3,851.85","3,851.85","4,566,190,000"
19-Jan-21,"3,781.88","3,804.53","3,780.37","3,798.91","3,798.91","5,014,440,000"
15-Jan-21,"3,788.73","3,788.73","3,749.62","3,768.25","3,768.25","5,369,820,000"
14-Jan-21,"3,814.98","3,823.60","3,792.86","3,795.54","3,795.54","5,198,480,000"
13-Jan-21,"3,802.23","3,820.96","3,791.50","3,809.84","3,809.84","4,602,510,000"
12-Jan-21,"3,801.62","3,810.78","3,776.51","3,801.19","3,801.19","4,994,950,000"
11-Jan-21,"3,803.14","3,817.86","3,789.02","3,799.61","3,799.61","4,465,430,000"
8-Jan-21,"3,815.05","3,826.69","3,783.60","3,824.68","3,824.68","4,773,040,000"
7-Jan-21,"3,764.71","3,811.55","3,764.71","3,803.79","3,803.79","5,099,160,000"
6-Jan-21,"3,712.20","3,783.04","3,705.34","3,748.14","3,748.14","6,064,110,000"
5-Jan-21,"3,698.02","3,737.83","3,695.07","3,726.86","3,726.86","4,591,020,000"
4-Jan-21,"3,764.61","3,769.99","3,662.71","3,700.65","3,700.65","5,015,000,000"
31-Dec-20,"3,733.27","3,760.20","3,726.88","3,756.07","3,756.07","3,179,040,000"
30-Dec-20,"3,736.19","3,744.63","3,730.21","3,732.04","3,732.04","3,154,850,000"
29-Dec-20,"3,750.01","3,756.12","3,723.31","3,727.04","3,727.04","3,393,290,000"
28-Dec-20,"3,723.03","3,740.51","3,723.03","3,735.36","3,735.36","3,535,460,000"
24-Dec-20,"3,694.03","3,703.82","3,689.32","3,703.06","3,703.06","1,883,780,000"
23-Dec-20,"3,693.42","3,711.24","3,689.28","3,690.01","3,690.01","3,779,160,000"
22-Dec-20,"3,698.08","3,698.26","3,676.16","3,687.26","3,687.26","4,053,310,000"
21-Dec-20,"3,684.28","3,702.90","3,636.48","3,694.92","3,694.92","4,748,580,000"
18-Dec-20,"3,722.39","3,726.70","3,685.84","3,709.41","3,709.41","7,097,100,000"
17-Dec-20,"3,713.65","3,725.12","3,710.87","3,722.48","3,722.48","4,192,810,000"
16-Dec-20,"3,696.25","3,711.27","3,688.57","3,701.17","3,701.17","4,067,040,000"
15-Dec-20,"3,666.41","3,695.29","3,659.62","3,694.62","3,694.62","4,387,080,000"
14-Dec-20,"3,675.27","3,697.61","3,645.84","3,647.49","3,647.49","4,623,850,000"
11-Dec-20,"3,656.08","3,665.91","3,633.40","3,663.46","3,663.46","4,375,470,000"
10-Dec-20,"3,659.13","3,678.49","3,645.18","3,668.10","3,668.10","4,658,480,000"
9-Dec-20,"3,705.98","3,712.39","3,660.54","3,672.82","3,672.82","5,232,800,000"
8-Dec-20,"3,683.05","3,708.45","3,678.83","3,702.25","3,702.25","4,584,390,000"
7-Dec-20,"3,694.73","3,697.41","3,678.88","3,691.96","3,691.96","4,804,500,000"
4-Dec-20,"3,670.94","3,699.20","3,670.94","3,699.12","3,699.12","5,099,620,000"
3-Dec-20,"3,668.28","3,682.73","3,657.17","3,666.72","3,666.72","5,065,340,000"
2-Dec-20,"3,653.78","3,670.96","3,644.84","3,669.01","3,669.01","5,041,250,000"
1-Dec-20,"3,645.87","3,678.45","3,645.87","3,662.45","3,662.45","5,418,480,000"
30-Nov-20,"3,634.18","3,634.18","3,594.39","3,621.63","3,621.63","6,308,410,000"
27-Nov-20,"3,638.55","3,644.31","3,629.33","3,638.35","3,638.35","2,778,390,000"
25-Nov-20,"3,635.50","3,635.50","3,617.76","3,629.65","3,629.65","4,910,440,000"
24-Nov-20,"3,594.52","3,642.31","3,594.52","3,635.41","3,635.41","6,280,290,000"
23-Nov-20,"3,566.82","3,589.81","3,552.77","3,577.59","3,577.59","5,057,550,000"
20-Nov-20,"3,579.31","3,581.23","3,556.85","3,557.54","3,557.54","4,236,370,000"
19-Nov-20,"3,559.41","3,585.22","3,543.84","3,581.87","3,581.87","4,363,370,000"
18-Nov-20,"3,612.09","3,619.09","3,567.33","3,567.79","3,567.79","5,284,810,000"
17-Nov-20,"3,610.31","3,623.11","3,588.68","3,609.53","3,609.53","4,812,180,000"
16-Nov-20,"3,600.16","3,628.51","3,600.16","3,626.91","3,626.91","5,295,510,000"
13-Nov-20,"3,552.57","3,593.66","3,552.57","3,585.15","3,585.15","4,719,580,000"
12-Nov-20,"3,562.67","3,569.02","3,518.58","3,537.01","3,537.01","4,909,660,000"
11-Nov-20,"3,563.22","3,581.16","3,557.00","3,572.66","3,572.66","4,635,560,000"
10-Nov-20,"3,543.26","3,557.22","3,511.91","3,545.53","3,545.53","6,037,470,000"
9-Nov-20,"3,583.04","3,645.99","3,547.48","3,550.50","3,550.50","8,570,510,000"
6-Nov-20,"3,508.34","3,521.58","3,484.34","3,509.44","3,509.44","4,842,460,000"
5-Nov-20,"3,485.74","3,529.05","3,485.74","3,510.45","3,510.45","4,858,150,000"
4-Nov-20,"3,406.46","3,486.25","3,405.17","3,443.44","3,443.44","4,790,400,000"
3-Nov-20,"3,336.25","3,389.49","3,336.25","3,369.16","3,369.16","4,241,380,000"
2-Nov-20,"3,296.20","3,330.14","3,279.74","3,310.24","3,310.24","4,314,690,000"
